latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
25.764498,-80.196075,6.0,-18000,America/New_York,EST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),sunrise (iso8601),sunset (iso8601),precipitation_sum (mm),wind_speed_10m_max (km/h)
2014-01-01,26.0,23.0,24.1,2014-01-01T07:07,2014-01-01T17:41,1.00,24.2
2014-01-02,27.0,22.4,24.6,2014-01-02T07:07,2014-01-02T17:42,0.00,21.9
2014-01-03,22.4,16.9,19.0,2014-01-03T07:08,2014-01-03T17:42,0.20,32.0
2014-01-04,23.5,19.1,21.6,2014-01-04T07:08,2014-01-04T17:43,0.80,21.5
2014-01-05,25.8,22.8,24.0,2014-01-05T07:08,2014-01-05T17:44,1.20,26.6
2014-01-06,27.0,16.8,23.5,2014-01-06T07:08,2014-01-06T17:44,0.80,33.4
2014-01-07,17.0,12.4,15.1,2014-01-07T07:08,2014-01-07T17:45,8.40,35.3
2014-01-08,22.3,17.2,20.1,2014-01-08T07:08,2014-01-08T17:46,14.50,32.6
2014-01-09,23.8,22.3,23.2,2014-01-09T07:08,2014-01-09T17:46,4.80,27.3
2014-01-10,25.9,22.8,24.1,2014-01-10T07:08,2014-01-10T17:47,0.30,24.2
2014-01-11,26.4,22.9,24.4,2014-01-11T07:09,2014-01-11T17:48,0.00,24.8
2014-01-12,24.0,21.4,22.4,2014-01-12T07:09,2014-01-12T17:49,0.00,18.3
2014-01-13,25.3,22.0,23.6,2014-01-13T07:09,2014-01-13T17:49,0.00,13.8
2014-01-14,26.9,21.4,24.1,2014-01-14T07:08,2014-01-14T17:50,0.10,18.5
2014-01-15,21.3,17.0,19.7,2014-01-15T07:08,2014-01-15T17:51,5.30,19.0
2014-01-16,16.9,12.0,14.9,2014-01-16T07:08,2014-01-16T17:52,0.20,29.5
2014-01-17,18.2,9.9,13.9,2014-01-17T07:08,2014-01-17T17:52,0.00,19.0
2014-01-18,19.4,13.9,16.2,2014-01-18T07:08,2014-01-18T17:53,0.00,20.9
2014-01-19,19.2,10.4,14.9,2014-01-19T07:08,2014-01-19T17:54,0.00,16.3
2014-01-20,22.8,15.2,19.1,2014-01-20T07:08,2014-01-20T17:55,0.00,12.8
2014-01-21,22.5,18.0,19.5,2014-01-21T07:08,2014-01-21T17:56,2.00,20.1
2014-01-22,18.3,12.7,15.9,2014-01-22T07:07,2014-01-22T17:56,0.00,28.3
2014-01-23,20.9,11.9,16.4,2014-01-23T07:07,2014-01-23T17:57,0.00,17.3
2014-01-24,20.9,15.6,18.0,2014-01-24T07:07,2014-01-24T17:58,0.50,26.7
2014-01-25,23.0,15.6,19.6,2014-01-25T07:07,2014-01-25T17:59,0.30,15.6
2014-01-26,24.4,16.5,20.6,2014-01-26T07:06,2014-01-26T17:59,0.00,14.2
2014-01-27,26.0,20.4,22.8,2014-01-27T07:06,2014-01-27T18:00,0.00,14.1
2014-01-28,26.5,19.0,22.8,2014-01-28T07:06,2014-01-28T18:01,0.00,16.2
2014-01-29,25.0,20.0,22.5,2014-01-29T07:05,2014-01-29T18:02,19.30,23.5
2014-01-30,25.1,20.2,22.0,2014-01-30T07:05,2014-01-30T18:02,15.20,20.9
2014-01-31,26.0,21.0,23.5,2014-01-31T07:04,2014-01-31T18:03,6.60,14.4
2014-02-01,25.8,22.9,24.0,2014-02-01T07:04,2014-02-01T18:04,0.40,18.7
2014-02-02,25.5,22.9,23.9,2014-02-02T07:03,2014-02-02T18:05,0.00,17.8
2014-02-03,25.6,23.4,24.4,2014-02-03T07:03,2014-02-03T18:05,0.20,20.6
2014-02-04,25.7,23.4,24.3,2014-02-04T07:02,2014-02-04T18:06,0.00,21.3
2014-02-05,26.4,23.5,24.8,2014-02-05T07:02,2014-02-05T18:07,0.20,22.1
2014-02-06,26.4,22.2,24.2,2014-02-06T07:01,2014-02-06T18:07,0.00,14.8
2014-02-07,26.1,20.9,23.5,2014-02-07T07:01,2014-02-07T18:08,0.60,9.3
2014-02-08,27.3,21.2,24.0,2014-02-08T07:00,2014-02-08T18:09,0.20,13.0
2014-02-09,25.1,21.0,22.6,2014-02-09T06:59,2014-02-09T18:10,0.10,16.1
2014-02-10,24.6,20.5,22.5,2014-02-10T06:59,2014-02-10T18:10,0.30,13.4
2014-02-11,27.0,20.6,23.4,2014-02-11T06:58,2014-02-11T18:11,0.00,15.1
2014-02-12,26.5,19.5,22.6,2014-02-12T06:57,2014-02-12T18:12,9.50,24.2
2014-02-13,22.8,15.1,20.3,2014-02-13T06:57,2014-02-13T18:12,3.80,26.8
2014-02-14,19.5,12.2,15.8,2014-02-14T06:56,2014-02-14T18:13,0.00,17.4
2014-02-15,24.5,15.3,19.6,2014-02-15T06:55,2014-02-15T18:14,0.00,20.1
2014-02-16,23.1,14.3,18.9,2014-02-16T06:54,2014-02-16T18:14,0.00,16.4
2014-02-17,23.8,16.9,20.9,2014-02-17T06:54,2014-02-17T18:15,0.00,18.1
2014-02-18,24.5,19.9,22.2,2014-02-18T06:53,2014-02-18T18:15,0.00,15.8
2014-02-19,25.2,21.1,23.0,2014-02-19T06:52,2014-02-19T18:16,0.00,17.3
2014-02-20,25.6,22.4,23.9,2014-02-20T06:51,2014-02-20T18:17,0.80,20.4
2014-02-21,26.8,23.5,24.8,2014-02-21T06:50,2014-02-21T18:17,0.00,24.4
2014-02-22,27.0,23.1,24.8,2014-02-22T06:50,2014-02-22T18:18,0.10,15.4
2014-02-23,27.5,22.0,24.3,2014-02-23T06:49,2014-02-23T18:18,0.00,18.0
2014-02-24,28.0,20.8,24.5,2014-02-24T06:48,2014-02-24T18:19,0.00,8.8
2014-02-25,27.2,20.8,23.5,2014-02-25T06:47,2014-02-25T18:20,5.40,11.0
2014-02-26,27.6,19.0,23.4,2014-02-26T06:46,2014-02-26T18:20,0.00,24.8
2014-02-27,24.8,20.5,22.4,2014-02-27T06:45,2014-02-27T18:21,10.30,22.1
2014-02-28,22.5,18.0,20.0,2014-02-28T06:44,2014-02-28T18:21,5.50,17.5
2014-03-01,25.0,17.3,20.9,2014-03-01T06:43,2014-03-01T18:22,0.00,16.8
2014-03-02,24.6,20.7,22.6,2014-03-02T06:42,2014-03-02T18:22,0.00,15.3
2014-03-03,26.0,20.7,23.0,2014-03-03T06:41,2014-03-03T18:23,0.00,14.2
2014-03-04,25.7,18.4,22.3,2014-03-04T06:40,2014-03-04T18:23,0.00,13.0
2014-03-05,26.3,22.5,24.2,2014-03-05T06:39,2014-03-05T18:24,0.40,18.1
2014-03-06,27.1,22.6,24.4,2014-03-06T06:38,2014-03-06T18:25,3.10,29.2
2014-03-07,25.6,17.4,22.1,2014-03-07T06:37,2014-03-07T18:25,0.50,31.4
2014-03-08,22.0,14.0,18.2,2014-03-08T06:36,2014-03-08T18:26,0.00,18.4
2014-03-09,24.9,17.4,21.2,2014-03-09T06:35,2014-03-09T18:26,0.00,11.0
2014-03-10,26.1,18.0,21.9,2014-03-10T06:34,2014-03-10T18:27,0.00,16.6
2014-03-11,26.5,19.2,22.8,2014-03-11T06:33,2014-03-11T18:27,0.00,19.0
2014-03-12,28.2,22.5,24.9,2014-03-12T06:32,2014-03-12T18:28,0.50,22.9
2014-03-13,23.8,18.0,21.2,2014-03-13T06:31,2014-03-13T18:28,0.00,27.2
2014-03-14,22.5,17.5,20.1,2014-03-14T06:30,2014-03-14T18:29,0.00,25.1
2014-03-15,25.1,20.8,22.7,2014-03-15T06:29,2014-03-15T18:29,0.00,18.2
2014-03-16,26.4,22.1,24.0,2014-03-16T06:28,2014-03-16T18:29,0.00,26.8
2014-03-17,27.8,23.6,25.5,2014-03-17T06:27,2014-03-17T18:30,0.00,29.5
2014-03-18,25.6,22.1,24.0,2014-03-18T06:26,2014-03-18T18:30,2.30,36.7
2014-03-19,25.6,20.4,23.0,2014-03-19T06:25,2014-03-19T18:31,0.00,15.5
2014-03-20,26.7,21.3,23.8,2014-03-20T06:24,2014-03-20T18:31,1.30,14.5
2014-03-21,25.9,18.5,22.8,2014-03-21T06:23,2014-03-21T18:32,0.30,21.4
2014-03-22,26.6,23.2,24.4,2014-03-22T06:22,2014-03-22T18:32,2.80,22.6
2014-03-23,28.0,21.8,25.1,2014-03-23T06:21,2014-03-23T18:33,0.20,18.0
2014-03-24,26.2,22.0,23.2,2014-03-24T06:20,2014-03-24T18:33,5.60,17.2
2014-03-25,25.2,19.0,22.5,2014-03-25T06:19,2014-03-25T18:34,27.10,27.9
2014-03-26,19.5,15.2,17.5,2014-03-26T06:18,2014-03-26T18:34,0.00,31.8
2014-03-27,23.3,18.7,21.1,2014-03-27T06:17,2014-03-27T18:35,0.00,27.2
2014-03-28,25.3,21.8,23.7,2014-03-28T06:16,2014-03-28T18:35,0.00,27.2
2014-03-29,27.0,23.0,24.6,2014-03-29T06:14,2014-03-29T18:36,4.10,30.6
2014-03-30,24.9,20.5,22.6,2014-03-30T06:13,2014-03-30T18:36,0.30,21.4
2014-03-31,24.5,17.7,21.2,2014-03-31T06:12,2014-03-31T18:36,0.00,19.1
2014-04-01,24.9,18.8,22.2,2014-04-01T06:11,2014-04-01T18:37,0.00,17.0
2014-04-02,24.9,20.6,22.5,2014-04-02T06:10,2014-04-02T18:37,0.00,17.9
2014-04-03,25.7,21.5,23.4,2014-04-03T06:09,2014-04-03T18:38,0.00,18.9
2014-04-04,27.2,22.6,24.7,2014-04-04T06:08,2014-04-04T18:38,0.00,21.2
2014-04-05,27.6,22.6,24.9,2014-04-05T06:07,2014-04-05T18:39,0.00,20.7
2014-04-06,27.5,22.6,24.8,2014-04-06T06:06,2014-04-06T18:39,0.00,22.3
2014-04-07,28.3,23.8,25.6,2014-04-07T06:05,2014-04-07T18:40,0.00,24.4
2014-04-08,29.5,21.7,26.2,2014-04-08T06:04,2014-04-08T18:40,0.40,33.0
2014-04-09,25.1,20.0,22.4,2014-04-09T06:03,2014-04-09T18:41,0.00,26.3
2014-04-10,24.3,20.8,22.6,2014-04-10T06:02,2014-04-10T18:41,0.00,22.0
2014-04-11,26.3,22.6,24.3,2014-04-11T06:01,2014-04-11T18:42,0.00,18.4
2014-04-12,26.4,22.5,24.3,2014-04-12T06:00,2014-04-12T18:42,0.00,26.4
2014-04-13,26.9,22.2,24.0,2014-04-13T05:59,2014-04-13T18:42,1.60,19.8
2014-04-14,28.2,23.4,25.5,2014-04-14T05:58,2014-04-14T18:43,0.00,17.0
2014-04-15,29.1,24.2,26.4,2014-04-15T05:57,2014-04-15T18:43,0.30,24.8
2014-04-16,26.2,22.8,24.4,2014-04-16T05:56,2014-04-16T18:44,2.80,20.4
2014-04-17,26.9,23.5,24.7,2014-04-17T05:55,2014-04-17T18:44,2.60,24.7
2014-04-18,27.6,23.4,25.6,2014-04-18T05:54,2014-04-18T18:45,0.60,23.7
2014-04-19,29.0,20.9,25.5,2014-04-19T05:53,2014-04-19T18:45,2.20,21.5
2014-04-20,25.1,18.7,22.1,2014-04-20T05:53,2014-04-20T18:46,0.00,18.9
2014-04-21,26.5,18.8,22.8,2014-04-21T05:52,2014-04-21T18:46,0.00,18.8
2014-04-22,27.1,21.0,24.0,2014-04-22T05:51,2014-04-22T18:47,0.00,14.6
2014-04-23,27.5,20.0,24.0,2014-04-23T05:50,2014-04-23T18:47,0.00,16.3
2014-04-24,28.8,20.6,25.0,2014-04-24T05:49,2014-04-24T18:48,0.00,17.3
2014-04-25,29.1,22.5,25.7,2014-04-25T05:48,2014-04-25T18:48,0.00,16.3
2014-04-26,29.5,21.0,25.7,2014-04-26T05:47,2014-04-26T18:49,0.10,20.2
2014-04-27,29.3,24.0,26.6,2014-04-27T05:46,2014-04-27T18:49,0.00,20.3
2014-04-28,29.1,25.5,26.9,2014-04-28T05:46,2014-04-28T18:50,0.00,19.5
2014-04-29,29.3,25.6,27.2,2014-04-29T05:45,2014-04-29T18:50,0.00,24.8
2014-04-30,29.6,25.9,27.4,2014-04-30T05:44,2014-04-30T18:51,0.10,20.4
2014-05-01,29.4,25.0,26.8,2014-05-01T05:43,2014-05-01T18:51,1.40,22.5
2014-05-02,29.9,25.0,27.2,2014-05-02T05:43,2014-05-02T18:52,0.10,23.3
2014-05-03,29.7,24.3,26.2,2014-05-03T05:42,2014-05-03T18:52,2.10,19.6
2014-05-04,28.0,22.4,24.7,2014-05-04T05:41,2014-05-04T18:53,0.00,21.7
2014-05-05,28.1,21.6,24.8,2014-05-05T05:40,2014-05-05T18:53,0.00,22.7
2014-05-06,28.4,22.1,25.3,2014-05-06T05:40,2014-05-06T18:54,0.00,20.5
2014-05-07,28.9,24.4,26.4,2014-05-07T05:39,2014-05-07T18:55,0.00,25.5
2014-05-08,29.0,25.2,26.7,2014-05-08T05:38,2014-05-08T18:55,0.00,25.7
2014-05-09,29.0,24.5,26.4,2014-05-09T05:38,2014-05-09T18:56,0.00,24.4
2014-05-10,28.5,25.2,26.6,2014-05-10T05:37,2014-05-10T18:56,0.00,28.5
2014-05-11,28.2,25.2,26.5,2014-05-11T05:37,2014-05-11T18:57,0.00,22.9
2014-05-12,28.8,24.6,26.2,2014-05-12T05:36,2014-05-12T18:57,0.90,27.4
2014-05-13,27.5,24.0,25.8,2014-05-13T05:36,2014-05-13T18:58,4.20,30.7
2014-05-14,28.3,25.2,26.2,2014-05-14T05:35,2014-05-14T18:58,1.90,26.1
2014-05-15,26.8,23.9,25.4,2014-05-15T05:34,2014-05-15T18:59,10.80,26.0
2014-05-16,26.2,21.8,23.6,2014-05-16T05:34,2014-05-16T18:59,21.20,23.3
2014-05-17,26.4,21.5,23.9,2014-05-17T05:34,2014-05-17T19:00,0.00,31.3
2014-05-18,26.4,23.0,24.5,2014-05-18T05:33,2014-05-18T19:00,0.00,27.6
2014-05-19,27.0,23.4,25.0,2014-05-19T05:33,2014-05-19T19:01,0.00,30.6
2014-05-20,27.2,23.6,25.1,2014-05-20T05:32,2014-05-20T19:01,0.00,25.9
2014-05-21,27.3,23.6,25.2,2014-05-21T05:32,2014-05-21T19:02,0.00,22.7
2014-05-22,28.4,23.4,25.5,2014-05-22T05:31,2014-05-22T19:03,0.00,17.0
2014-05-23,30.5,22.2,26.1,2014-05-23T05:31,2014-05-23T19:03,0.00,19.7
2014-05-24,30.1,24.0,26.9,2014-05-24T05:31,2014-05-24T19:04,0.20,18.3
2014-05-25,29.5,24.1,26.9,2014-05-25T05:30,2014-05-25T19:04,0.50,18.2
2014-05-26,29.0,25.4,27.0,2014-05-26T05:30,2014-05-26T19:05,0.10,19.1
2014-05-27,29.0,25.2,26.7,2014-05-27T05:30,2014-05-27T19:05,0.00,16.3
2014-05-28,28.9,25.4,26.8,2014-05-28T05:30,2014-05-28T19:05,0.20,15.8
2014-05-29,28.1,24.5,25.9,2014-05-29T05:29,2014-05-29T19:06,6.20,15.0
2014-05-30,27.8,23.5,25.5,2014-05-30T05:29,2014-05-30T19:06,9.70,15.3
2014-05-31,28.2,24.6,26.3,2014-05-31T05:29,2014-05-31T19:07,0.70,16.0
2014-06-01,27.6,25.2,26.2,2014-06-01T05:29,2014-06-01T19:07,1.70,19.7
2014-06-02,26.9,24.6,25.6,2014-06-02T05:29,2014-06-02T19:08,5.90,24.8
2014-06-03,26.5,24.6,25.4,2014-06-03T05:29,2014-06-03T19:08,0.00,19.8
2014-06-04,27.0,23.1,25.3,2014-06-04T05:28,2014-06-04T19:09,0.20,13.0
2014-06-05,28.3,24.5,26.3,2014-06-05T05:28,2014-06-05T19:09,0.00,20.4
2014-06-06,30.2,23.5,27.2,2014-06-06T05:28,2014-06-06T19:10,0.00,18.5
2014-06-07,30.4,24.1,27.2,2014-06-07T05:28,2014-06-07T19:10,2.10,13.8
2014-06-08,29.8,25.0,27.1,2014-06-08T05:28,2014-06-08T19:11,5.00,16.2
2014-06-09,29.0,24.8,27.1,2014-06-09T05:28,2014-06-09T19:11,6.90,16.2
2014-06-10,29.1,25.4,26.5,2014-06-10T05:28,2014-06-10T19:11,12.00,12.3
2014-06-11,28.2,24.2,25.8,2014-06-11T05:28,2014-06-11T19:12,14.80,12.3
2014-06-12,29.0,25.0,26.7,2014-06-12T05:28,2014-06-12T19:12,5.80,24.2
2014-06-13,29.0,24.8,26.3,2014-06-13T05:28,2014-06-13T19:12,8.20,18.9
2014-06-14,29.0,24.1,26.9,2014-06-14T05:28,2014-06-14T19:13,1.00,18.3
2014-06-15,29.6,25.6,27.4,2014-06-15T05:29,2014-06-15T19:13,0.70,19.7
2014-06-16,28.1,25.9,26.8,2014-06-16T05:29,2014-06-16T19:13,3.20,17.7
2014-06-17,26.9,24.9,25.8,2014-06-17T05:29,2014-06-17T19:14,2.40,19.7
2014-06-18,27.4,24.9,26.2,2014-06-18T05:29,2014-06-18T19:14,1.20,14.1
2014-06-19,27.8,24.6,26.3,2014-06-19T05:29,2014-06-19T19:14,7.30,13.6
2014-06-20,29.1,23.9,26.3,2014-06-20T05:29,2014-06-20T19:14,5.00,14.1
2014-06-21,29.0,24.5,25.7,2014-06-21T05:30,2014-06-21T19:15,22.00,13.2
2014-06-22,29.9,24.9,27.1,2014-06-22T05:30,2014-06-22T19:15,2.80,15.6
2014-06-23,30.0,25.2,27.5,2014-06-23T05:30,2014-06-23T19:15,0.90,17.2
2014-06-24,30.8,25.3,28.1,2014-06-24T05:30,2014-06-24T19:15,0.10,11.3
2014-06-25,29.5,25.1,26.8,2014-06-25T05:31,2014-06-25T19:15,11.40,13.1
2014-06-26,28.1,24.8,26.3,2014-06-26T05:31,2014-06-26T19:15,6.20,11.9
2014-06-27,29.1,24.9,26.9,2014-06-27T05:31,2014-06-27T19:16,6.00,10.9
2014-06-28,30.4,24.1,27.6,2014-06-28T05:32,2014-06-28T19:16,0.20,12.4
2014-06-29,31.0,25.3,27.5,2014-06-29T05:32,2014-06-29T19:16,5.30,15.9
2014-06-30,29.8,25.4,26.9,2014-06-30T05:32,2014-06-30T19:16,7.50,20.1
2014-07-01,30.3,25.1,27.5,2014-07-01T05:33,2014-07-01T19:16,4.10,16.8
2014-07-02,30.5,25.9,27.8,2014-07-02T05:33,2014-07-02T19:16,5.30,19.0
2014-07-03,30.5,25.8,27.8,2014-07-03T05:33,2014-07-03T19:16,3.30,19.6
2014-07-04,30.0,25.8,27.6,2014-07-04T05:34,2014-07-04T19:16,4.50,18.2
2014-07-05,28.6,26.4,27.4,2014-07-05T05:34,2014-07-05T19:16,2.30,10.2
2014-07-06,28.9,26.0,27.1,2014-07-06T05:34,2014-07-06T19:16,4.60,17.1
2014-07-07,29.5,26.4,27.4,2014-07-07T05:35,2014-07-07T19:16,3.60,13.0
2014-07-08,29.2,24.8,26.6,2014-07-08T05:35,2014-07-08T19:15,25.30,14.8
2014-07-09,28.7,25.2,26.8,2014-07-09T05:36,2014-07-09T19:15,11.60,16.4
2014-07-10,29.0,25.4,26.9,2014-07-10T05:36,2014-07-10T19:15,3.80,13.5
2014-07-11,29.4,26.2,27.6,2014-07-11T05:37,2014-07-11T19:15,0.40,13.6
2014-07-12,29.1,25.1,27.1,2014-07-12T05:37,2014-07-12T19:15,4.90,16.8
2014-07-13,29.9,26.5,28.0,2014-07-13T05:38,2014-07-13T19:15,0.20,20.2
2014-07-14,30.2,25.9,27.9,2014-07-14T05:38,2014-07-14T19:14,1.10,12.5
2014-07-15,29.3,25.9,27.2,2014-07-15T05:38,2014-07-15T19:14,8.30,15.0
2014-07-16,29.2,25.5,26.8,2014-07-16T05:39,2014-07-16T19:14,19.10,17.3
2014-07-17,30.0,25.8,27.6,2014-07-17T05:39,2014-07-17T19:13,4.70,14.5
2014-07-18,30.4,26.6,28.1,2014-07-18T05:40,2014-07-18T19:13,1.50,13.2
2014-07-19,31.3,26.7,28.1,2014-07-19T05:40,2014-07-19T19:13,4.00,9.2
2014-07-20,30.4,26.4,28.0,2014-07-20T05:41,2014-07-20T19:12,4.70,12.7
2014-07-21,27.6,25.6,26.5,2014-07-21T05:41,2014-07-21T19:12,13.60,15.2
2014-07-22,29.0,25.8,27.0,2014-07-22T05:42,2014-07-22T19:12,10.60,12.6
2014-07-23,29.8,26.5,28.1,2014-07-23T05:42,2014-07-23T19:11,3.80,12.4
2014-07-24,30.5,26.9,28.5,2014-07-24T05:43,2014-07-24T19:11,0.00,12.8
2014-07-25,30.2,26.2,28.3,2014-07-25T05:43,2014-07-25T19:10,1.90,11.3
2014-07-26,29.5,26.0,27.8,2014-07-26T05:44,2014-07-26T19:10,3.20,13.0
2014-07-27,31.0,26.0,28.6,2014-07-27T05:44,2014-07-27T19:09,0.00,16.3
2014-07-28,31.6,26.5,28.8,2014-07-28T05:45,2014-07-28T19:09,0.20,11.7
2014-07-29,31.1,26.2,28.8,2014-07-29T05:45,2014-07-29T19:08,0.50,13.1
2014-07-30,30.8,26.5,28.3,2014-07-30T05:46,2014-07-30T19:08,5.60,15.9
2014-07-31,29.8,26.5,27.9,2014-07-31T05:46,2014-07-31T19:07,11.90,16.6
2014-08-01,29.9,26.2,27.9,2014-08-01T05:47,2014-08-01T19:06,4.70,14.1
2014-08-02,29.3,26.0,27.4,2014-08-02T05:47,2014-08-02T19:06,8.30,11.5
2014-08-03,28.8,25.5,27.2,2014-08-03T05:48,2014-08-03T19:05,6.40,18.9
2014-08-04,28.1,25.0,26.3,2014-08-04T05:48,2014-08-04T19:04,27.40,18.2
2014-08-05,29.4,25.5,27.2,2014-08-05T05:49,2014-08-05T19:04,15.80,18.2
2014-08-06,30.6,25.2,27.9,2014-08-06T05:49,2014-08-06T19:03,1.60,7.6
2014-08-07,30.4,26.1,28.0,2014-08-07T05:50,2014-08-07T19:02,2.90,13.2
2014-08-08,29.2,26.1,27.9,2014-08-08T05:50,2014-08-08T19:02,3.60,13.7
2014-08-09,31.6,26.9,28.9,2014-08-09T05:51,2014-08-09T19:01,0.80,14.7
2014-08-10,31.2,26.0,28.7,2014-08-10T05:51,2014-08-10T19:00,0.20,11.2
2014-08-11,31.3,26.6,28.7,2014-08-11T05:52,2014-08-11T18:59,3.00,11.7
2014-08-12,31.1,26.0,28.6,2014-08-12T05:52,2014-08-12T18:59,0.00,14.8
2014-08-13,31.8,27.2,29.1,2014-08-13T05:52,2014-08-13T18:58,0.60,14.1
2014-08-14,31.1,27.1,28.7,2014-08-14T05:53,2014-08-14T18:57,4.50,14.4
2014-08-15,30.0,26.5,27.6,2014-08-15T05:53,2014-08-15T18:56,6.30,16.2
2014-08-16,30.5,26.0,28.4,2014-08-16T05:54,2014-08-16T18:55,3.40,16.2
2014-08-17,31.1,26.2,28.7,2014-08-17T05:54,2014-08-17T18:54,0.40,11.8
2014-08-18,31.7,27.1,29.1,2014-08-18T05:55,2014-08-18T18:53,0.00,12.0
2014-08-19,30.9,26.7,28.8,2014-08-19T05:55,2014-08-19T18:53,0.00,10.0
2014-08-20,31.3,26.7,29.0,2014-08-20T05:56,2014-08-20T18:52,0.00,15.0
2014-08-21,30.5,26.0,28.4,2014-08-21T05:56,2014-08-21T18:51,4.20,13.4
2014-08-22,31.8,26.6,29.1,2014-08-22T05:56,2014-08-22T18:50,0.00,13.1
2014-08-23,31.6,26.5,28.9,2014-08-23T05:57,2014-08-23T18:49,0.60,15.6
2014-08-24,32.6,26.0,29.1,2014-08-24T05:57,2014-08-24T18:48,0.00,13.8
2014-08-25,30.7,26.6,28.0,2014-08-25T05:58,2014-08-25T18:47,6.00,22.5
2014-08-26,30.4,27.0,28.6,2014-08-26T05:58,2014-08-26T18:46,0.50,25.0
2014-08-27,30.8,26.5,28.4,2014-08-27T05:59,2014-08-27T18:45,0.20,14.8
2014-08-28,31.0,25.8,28.4,2014-08-28T05:59,2014-08-28T18:44,3.20,20.2
2014-08-29,30.9,27.9,28.9,2014-08-29T05:59,2014-08-29T18:43,1.30,16.6
2014-08-30,31.3,28.0,29.4,2014-08-30T06:00,2014-08-30T18:42,0.00,18.8
2014-08-31,31.0,26.8,29.0,2014-08-31T06:00,2014-08-31T18:41,0.10,20.4
2014-09-01,31.0,26.8,28.6,2014-09-01T06:01,2014-09-01T18:40,0.70,14.6
2014-09-02,29.9,26.8,27.7,2014-09-02T06:01,2014-09-02T18:39,2.60,18.3
2014-09-03,28.6,25.9,27.2,2014-09-03T06:01,2014-09-03T18:38,0.60,12.8
2014-09-04,30.1,25.6,27.9,2014-09-04T06:02,2014-09-04T18:37,0.10,13.9
2014-09-05,30.1,25.2,27.2,2014-09-05T06:02,2014-09-05T18:36,13.40,14.3
2014-09-06,28.8,25.2,27.0,2014-09-06T06:03,2014-09-06T18:35,9.90,17.3
2014-09-07,29.5,25.6,27.4,2014-09-07T06:03,2014-09-07T18:33,2.80,17.2
2014-09-08,30.2,26.5,28.0,2014-09-08T06:03,2014-09-08T18:32,0.00,15.3
2014-09-09,29.8,26.2,27.7,2014-09-09T06:04,2014-09-09T18:31,0.20,17.2
2014-09-10,28.2,25.2,26.6,2014-09-10T06:04,2014-09-10T18:30,6.60,17.7
2014-09-11,30.2,24.7,27.1,2014-09-11T06:05,2014-09-11T18:29,1.10,10.5
2014-09-12,27.8,24.0,25.6,2014-09-12T06:05,2014-09-12T18:28,15.00,20.6
2014-09-13,28.7,25.3,27.1,2014-09-13T06:05,2014-09-13T18:27,1.60,20.8
2014-09-14,28.6,25.2,26.8,2014-09-14T06:06,2014-09-14T18:26,4.60,14.0
2014-09-15,29.9,26.5,27.9,2014-09-15T06:06,2014-09-15T18:25,0.30,14.2
2014-09-16,30.0,24.8,27.0,2014-09-16T06:07,2014-09-16T18:23,1.20,11.1
2014-09-17,29.8,24.5,26.4,2014-09-17T06:07,2014-09-17T18:22,17.90,10.2
2014-09-18,28.8,25.0,26.4,2014-09-18T06:07,2014-09-18T18:21,5.90,9.8
2014-09-19,27.6,24.4,25.6,2014-09-19T06:08,2014-09-19T18:20,13.90,14.0
2014-09-20,29.0,24.7,26.4,2014-09-20T06:08,2014-09-20T18:19,10.90,16.4
2014-09-21,29.2,24.8,26.5,2014-09-21T06:09,2014-09-21T18:18,7.20,12.9
2014-09-22,29.0,24.5,26.8,2014-09-22T06:09,2014-09-22T18:17,8.00,11.4
2014-09-23,27.3,24.7,26.1,2014-09-23T06:09,2014-09-23T18:16,6.70,16.5
2014-09-24,29.1,25.5,27.1,2014-09-24T06:10,2014-09-24T18:15,0.30,17.7
2014-09-25,27.8,25.3,26.6,2014-09-25T06:10,2014-09-25T18:14,10.60,21.1
2014-09-26,29.0,26.0,27.2,2014-09-26T06:11,2014-09-26T18:13,5.40,17.5
2014-09-27,29.5,26.9,27.8,2014-09-27T06:11,2014-09-27T18:11,0.00,15.2
2014-09-28,29.1,26.5,27.6,2014-09-28T06:11,2014-09-28T18:10,0.10,13.6
2014-09-29,29.5,25.2,27.3,2014-09-29T06:12,2014-09-29T18:09,2.30,12.4
2014-09-30,29.6,24.8,26.9,2014-09-30T06:12,2014-09-30T18:08,3.40,14.4
2014-10-01,29.8,25.1,26.9,2014-10-01T06:13,2014-10-01T18:07,7.50,11.0
2014-10-02,30.7,24.2,27.6,2014-10-02T06:13,2014-10-02T18:06,0.20,9.1
2014-10-03,29.8,25.6,27.3,2014-10-03T06:14,2014-10-03T18:05,6.90,8.7
2014-10-04,29.6,25.4,27.0,2014-10-04T06:14,2014-10-04T18:04,3.30,19.2
2014-10-05,27.5,20.9,24.6,2014-10-05T06:14,2014-10-05T18:03,0.50,22.1
2014-10-06,27.7,24.5,26.0,2014-10-06T06:15,2014-10-06T18:02,0.00,19.6
2014-10-07,27.5,24.8,25.8,2014-10-07T06:15,2014-10-07T18:01,2.40,13.3
2014-10-08,28.4,24.8,26.2,2014-10-08T06:16,2014-10-08T18:00,0.70,16.6
2014-10-09,28.8,25.5,26.8,2014-10-09T06:16,2014-10-09T17:59,0.50,22.5
