latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
25.764498,-80.196075,6.0,-18000,America/New_York,EST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),sunrise (iso8601),sunset (iso8601),precipitation_sum (mm),wind_speed_10m_max (km/h)
2015-10-07,28.2,24.1,25.8,2015-10-07T06:15,2015-10-07T18:01,12.60,12.1
2015-10-08,28.8,24.5,26.1,2015-10-08T06:16,2015-10-08T18:00,2.40,9.9
2015-10-09,29.0,24.7,26.7,2015-10-09T06:16,2015-10-09T17:59,3.60,11.7
2015-10-10,29.5,25.0,27.0,2015-10-10T06:17,2015-10-10T17:58,0.50,11.3
2015-10-11,28.6,24.2,26.2,2015-10-11T06:17,2015-10-11T17:57,0.30,9.4
2015-10-12,28.9,23.8,26.3,2015-10-12T06:18,2015-10-12T17:56,0.00,8.8
2015-10-13,29.1,23.8,26.0,2015-10-13T06:18,2015-10-13T17:55,4.00,14.8
2015-10-14,28.5,24.6,25.9,2015-10-14T06:19,2015-10-14T17:54,6.70,15.6
2015-10-15,28.3,23.8,26.5,2015-10-15T06:19,2015-10-15T17:53,1.70,17.9
2015-10-16,27.2,24.4,25.9,2015-10-16T06:20,2015-10-16T17:52,16.10,20.5
2015-10-17,27.1,25.0,25.9,2015-10-17T06:20,2015-10-17T17:51,1.10,18.7
2015-10-18,27.6,23.5,25.7,2015-10-18T06:21,2015-10-18T17:50,0.40,25.2
2015-10-19,25.5,23.4,24.2,2015-10-19T06:21,2015-10-19T17:49,8.30,39.6
2015-10-20,26.4,24.1,25.4,2015-10-20T06:22,2015-10-20T17:48,0.20,35.1
2015-10-21,27.8,23.5,25.6,2015-10-21T06:22,2015-10-21T17:48,0.40,26.3
2015-10-22,27.6,24.3,25.5,2015-10-22T06:23,2015-10-22T17:47,0.50,25.3
2015-10-23,27.0,24.3,25.3,2015-10-23T06:23,2015-10-23T17:46,1.40,27.1
2015-10-24,27.2,24.5,25.7,2015-10-24T06:24,2015-10-24T17:45,0.30,24.0
2015-10-25,27.8,24.8,26.0,2015-10-25T06:24,2015-10-25T17:44,0.00,20.2
2015-10-26,27.5,24.6,25.8,2015-10-26T06:25,2015-10-26T17:43,0.00,20.0
2015-10-27,28.4,25.1,26.5,2015-10-27T06:26,2015-10-27T17:43,0.10,22.7
2015-10-28,26.8,25.0,25.9,2015-10-28T06:26,2015-10-28T17:42,11.20,18.8
2015-10-29,28.2,24.8,26.2,2015-10-29T06:27,2015-10-29T17:41,2.80,12.0
2015-10-30,28.5,23.9,26.0,2015-10-30T06:27,2015-10-30T17:41,0.30,12.4
2015-10-31,27.9,25.0,26.4,2015-10-31T06:28,2015-10-31T17:40,0.00,15.1
2015-11-01,28.7,25.8,26.9,2015-11-01T06:29,2015-11-01T17:39,0.00,13.0
2015-11-02,28.6,26.0,27.0,2015-11-02T06:29,2015-11-02T17:38,0.00,15.5
2015-11-03,28.8,25.6,26.9,2015-11-03T06:30,2015-11-03T17:38,0.10,13.4
2015-11-04,28.5,25.9,26.8,2015-11-04T06:31,2015-11-04T17:37,1.00,18.6
2015-11-05,28.5,25.8,26.8,2015-11-05T06:31,2015-11-05T17:37,0.00,24.2
2015-11-06,28.5,25.5,26.6,2015-11-06T06:32,2015-11-06T17:36,0.00,18.2
2015-11-07,28.9,25.8,27.0,2015-11-07T06:33,2015-11-07T17:35,0.30,16.5
2015-11-08,29.0,25.9,27.0,2015-11-08T06:33,2015-11-08T17:35,0.00,14.7
2015-11-09,29.1,25.5,27.0,2015-11-09T06:34,2015-11-09T17:34,0.00,11.7
2015-11-10,29.6,24.4,26.8,2015-11-10T06:35,2015-11-10T17:34,0.00,13.3
2015-11-11,29.3,24.2,26.7,2015-11-11T06:35,2015-11-11T17:33,0.00,10.0
2015-11-12,29.1,24.7,26.8,2015-11-12T06:36,2015-11-12T17:33,0.00,14.5
2015-11-13,28.8,24.0,26.0,2015-11-13T06:37,2015-11-13T17:32,4.70,11.3
2015-11-14,26.0,23.8,24.8,2015-11-14T06:37,2015-11-14T17:32,5.80,24.0
2015-11-15,25.8,23.6,24.7,2015-11-15T06:38,2015-11-15T17:32,7.50,30.4
2015-11-16,26.1,23.0,24.4,2015-11-16T06:39,2015-11-16T17:31,13.00,23.0
2015-11-17,26.8,23.4,25.0,2015-11-17T06:40,2015-11-17T17:31,1.40,25.9
2015-11-18,27.6,24.6,25.9,2015-11-18T06:40,2015-11-18T17:31,0.70,26.4
2015-11-19,27.4,25.0,26.1,2015-11-19T06:41,2015-11-19T17:30,0.80,21.1
2015-11-20,26.8,24.5,25.5,2015-11-20T06:42,2015-11-20T17:30,2.60,14.5
2015-11-21,26.5,23.9,24.8,2015-11-21T06:42,2015-11-21T17:30,9.10,14.9
2015-11-22,26.5,23.0,24.3,2015-11-22T06:43,2015-11-22T17:30,26.30,23.7
2015-11-23,24.0,20.4,21.9,2015-11-23T06:44,2015-11-23T17:29,0.40,32.3
2015-11-24,22.8,21.0,21.8,2015-11-24T06:45,2015-11-24T17:29,0.20,31.3
2015-11-25,24.5,21.7,22.7,2015-11-25T06:45,2015-11-25T17:29,1.40,35.0
2015-11-26,25.1,21.9,23.3,2015-11-26T06:46,2015-11-26T17:29,2.50,36.3
2015-11-27,25.2,23.0,23.8,2015-11-27T06:47,2015-11-27T17:29,0.00,30.4
2015-11-28,25.5,22.2,23.6,2015-11-28T06:48,2015-11-28T17:29,0.20,25.7
2015-11-29,26.0,22.8,24.2,2015-11-29T06:48,2015-11-29T17:29,0.60,26.5
2015-11-30,25.5,23.8,24.4,2015-11-30T06:49,2015-11-30T17:29,0.80,19.3
2015-12-01,26.0,23.9,24.9,2015-12-01T06:50,2015-12-01T17:29,0.70,18.7
2015-12-02,27.4,24.6,25.7,2015-12-02T06:51,2015-12-02T17:29,0.70,20.1
2015-12-03,26.8,23.1,24.4,2015-12-03T06:51,2015-12-03T17:29,17.90,13.1
2015-12-04,24.4,22.6,23.1,2015-12-04T06:52,2015-12-04T17:29,34.40,21.7
2015-12-05,25.0,23.5,24.2,2015-12-05T06:53,2015-12-05T17:29,10.70,24.6
2015-12-06,25.6,23.8,24.6,2015-12-06T06:53,2015-12-06T17:29,6.00,26.8
2015-12-07,24.3,21.6,23.2,2015-12-07T06:54,2015-12-07T17:29,19.90,24.0
2015-12-08,23.2,21.4,22.3,2015-12-08T06:55,2015-12-08T17:30,20.90,23.5
2015-12-09,25.5,21.6,23.5,2015-12-09T06:55,2015-12-09T17:30,1.80,11.6
2015-12-10,25.5,21.0,23.1,2015-12-10T06:56,2015-12-10T17:30,0.30,10.0
2015-12-11,25.8,20.4,22.9,2015-12-11T06:57,2015-12-11T17:30,0.40,14.5
2015-12-12,26.1,22.9,24.3,2015-12-12T06:57,2015-12-12T17:31,0.10,23.8
2015-12-13,25.7,23.5,24.5,2015-12-13T06:58,2015-12-13T17:31,0.70,28.3
2015-12-14,26.5,24.3,25.1,2015-12-14T06:59,2015-12-14T17:31,0.30,23.1
2015-12-15,27.1,24.1,25.2,2015-12-15T06:59,2015-12-15T17:32,0.00,14.6
2015-12-16,26.6,23.9,24.9,2015-12-16T07:00,2015-12-16T17:32,0.00,12.2
2015-12-17,26.9,24.3,25.4,2015-12-17T07:00,2015-12-17T17:32,0.10,20.1
2015-12-18,27.5,22.5,25.0,2015-12-18T07:01,2015-12-18T17:33,2.80,23.4
2015-12-19,23.1,21.0,21.9,2015-12-19T07:02,2015-12-19T17:33,0.60,36.2
2015-12-20,24.0,21.1,22.5,2015-12-20T07:02,2015-12-20T17:34,0.00,32.3
2015-12-21,25.9,22.3,24.2,2015-12-21T07:03,2015-12-21T17:34,0.70,28.3
2015-12-22,26.1,24.0,24.8,2015-12-22T07:03,2015-12-22T17:35,0.90,23.0
2015-12-23,26.6,24.6,25.4,2015-12-23T07:04,2015-12-23T17:35,0.20,25.5
2015-12-24,27.0,24.5,25.3,2015-12-24T07:04,2015-12-24T17:36,0.10,21.1
2015-12-25,26.5,24.5,25.3,2015-12-25T07:04,2015-12-25T17:36,0.00,22.6
2015-12-26,26.5,24.1,24.9,2015-12-26T07:05,2015-12-26T17:37,0.40,23.3
2015-12-27,26.1,24.5,25.1,2015-12-27T07:05,2015-12-27T17:37,0.00,24.9
2015-12-28,27.0,24.3,25.4,2015-12-28T07:06,2015-12-28T17:38,0.00,23.9
2015-12-29,27.1,24.8,25.6,2015-12-29T07:06,2015-12-29T17:38,0.00,22.4
2015-12-30,26.5,24.8,25.4,2015-12-30T07:06,2015-12-30T17:39,0.70,22.2
2015-12-31,26.9,24.5,25.3,2015-12-31T07:07,2015-12-31T17:40,0.10,18.6
2016-01-01,27.4,23.8,25.2,2016-01-01T07:07,2016-01-01T17:40,0.30,15.0
2016-01-02,26.3,21.6,23.6,2016-01-02T07:07,2016-01-02T17:41,1.70,11.4
2016-01-03,24.9,21.0,22.7,2016-01-03T07:07,2016-01-03T17:42,2.30,21.7
2016-01-04,20.8,16.5,18.4,2016-01-04T07:08,2016-01-04T17:42,0.00,23.9
2016-01-05,22.0,18.1,20.5,2016-01-05T07:08,2016-01-05T17:43,0.10,33.9
2016-01-06,22.0,19.4,20.3,2016-01-06T07:08,2016-01-06T17:44,18.80,33.0
2016-01-07,23.4,18.2,20.5,2016-01-07T07:08,2016-01-07T17:45,0.00,18.4
2016-01-08,23.8,19.0,22.0,2016-01-08T07:08,2016-01-08T17:45,4.60,18.6
2016-01-09,26.0,20.0,22.5,2016-01-09T07:08,2016-01-09T17:46,1.00,15.5
2016-01-10,24.6,20.4,22.8,2016-01-10T07:09,2016-01-10T17:47,4.40,25.6
2016-01-11,21.5,16.1,19.0,2016-01-11T07:09,2016-01-11T17:48,0.30,25.9
2016-01-12,20.1,17.2,18.7,2016-01-12T07:09,2016-01-12T17:48,7.00,21.3
2016-01-13,22.0,17.1,19.5,2016-01-13T07:09,2016-01-13T17:49,0.00,23.8
2016-01-14,22.4,19.1,20.8,2016-01-14T07:09,2016-01-14T17:50,2.30,22.3
2016-01-15,24.7,20.2,22.6,2016-01-15T07:09,2016-01-15T17:51,26.30,39.8
2016-01-16,23.5,17.5,20.6,2016-01-16T07:08,2016-01-16T17:51,0.50,22.5
2016-01-17,24.7,17.4,22.4,2016-01-17T07:08,2016-01-17T17:52,3.90,42.1
2016-01-18,18.5,13.9,16.3,2016-01-18T07:08,2016-01-18T17:53,0.00,27.3
2016-01-19,17.0,13.8,15.2,2016-01-19T07:08,2016-01-19T17:54,0.00,30.6
2016-01-20,20.6,14.9,17.8,2016-01-20T07:08,2016-01-20T17:54,0.00,19.3
2016-01-21,21.7,17.9,20.1,2016-01-21T07:08,2016-01-21T17:55,0.00,23.3
2016-01-22,21.6,17.6,20.8,2016-01-22T07:08,2016-01-22T17:56,53.30,34.8
2016-01-23,17.5,12.1,16.2,2016-01-23T07:07,2016-01-23T17:57,0.00,40.0
2016-01-24,14.9,8.9,11.8,2016-01-24T07:07,2016-01-24T17:57,0.00,27.2
2016-01-25,20.8,12.8,17.2,2016-01-25T07:07,2016-01-25T17:58,0.00,19.8
2016-01-26,24.3,20.9,22.6,2016-01-26T07:06,2016-01-26T17:59,0.00,25.8
2016-01-27,24.9,22.2,23.5,2016-01-27T07:06,2016-01-27T18:00,12.20,30.9
2016-01-28,24.7,21.3,22.7,2016-01-28T07:06,2016-01-28T18:01,15.00,35.5
2016-01-29,20.9,15.3,17.2,2016-01-29T07:05,2016-01-29T18:01,0.00,24.1
2016-01-30,21.2,13.9,17.6,2016-01-30T07:05,2016-01-30T18:02,0.00,17.3
2016-01-31,23.6,18.5,21.1,2016-01-31T07:04,2016-01-31T18:03,0.10,12.6
2016-02-01,24.4,22.0,22.9,2016-02-01T07:04,2016-02-01T18:04,7.70,14.9
2016-02-02,25.2,22.2,23.6,2016-02-02T07:04,2016-02-02T18:04,0.00,22.1
2016-02-03,25.1,23.1,23.8,2016-02-03T07:03,2016-02-03T18:05,0.00,24.1
2016-02-04,25.4,22.9,23.9,2016-02-04T07:03,2016-02-04T18:06,0.00,24.6
2016-02-05,23.1,15.6,18.9,2016-02-05T07:02,2016-02-05T18:06,4.40,34.5
2016-02-06,24.0,18.0,21.6,2016-02-06T07:02,2016-02-06T18:07,0.20,21.6
2016-02-07,17.2,11.6,14.3,2016-02-07T07:01,2016-02-07T18:08,2.20,33.0
2016-02-08,18.5,10.0,14.1,2016-02-08T07:00,2016-02-08T18:08,0.00,23.5
2016-02-09,19.0,15.9,17.4,2016-02-09T07:00,2016-02-09T18:09,0.00,30.6
2016-02-10,17.6,13.2,15.6,2016-02-10T06:59,2016-02-10T18:10,0.00,21.9
2016-02-11,18.7,10.1,14.4,2016-02-11T06:58,2016-02-11T18:11,0.00,20.6
2016-02-12,22.0,13.2,18.0,2016-02-12T06:58,2016-02-12T18:11,0.00,13.4
2016-02-13,23.0,14.8,18.6,2016-02-13T06:57,2016-02-13T18:12,0.00,20.2
2016-02-14,21.1,17.4,19.4,2016-02-14T06:56,2016-02-14T18:13,0.00,26.1
2016-02-15,23.0,20.4,21.6,2016-02-15T06:55,2016-02-15T18:13,1.40,33.7
2016-02-16,25.2,20.1,22.6,2016-02-16T06:55,2016-02-16T18:14,7.10,34.6
2016-02-17,23.0,17.6,20.1,2016-02-17T06:54,2016-02-17T18:14,0.00,18.7
2016-02-18,23.5,17.5,20.2,2016-02-18T06:53,2016-02-18T18:15,0.00,27.8
2016-02-19,21.5,19.3,20.2,2016-02-19T06:52,2016-02-19T18:16,0.00,27.0
2016-02-20,22.4,19.8,20.8,2016-02-20T06:52,2016-02-20T18:16,0.10,21.1
2016-02-21,23.8,20.6,21.9,2016-02-21T06:51,2016-02-21T18:17,0.00,20.5
2016-02-22,24.6,21.0,22.8,2016-02-22T06:50,2016-02-22T18:18,0.00,16.9
2016-02-23,25.4,22.4,23.6,2016-02-23T06:49,2016-02-23T18:18,0.40,29.2
2016-02-24,27.3,21.9,24.7,2016-02-24T06:48,2016-02-24T18:19,2.00,31.1
2016-02-25,21.1,16.1,18.8,2016-02-25T06:47,2016-02-25T18:19,0.50,29.2
2016-02-26,21.5,13.2,17.2,2016-02-26T06:47,2016-02-26T18:20,0.00,25.5
2016-02-27,20.7,11.3,16.4,2016-02-27T06:46,2016-02-27T18:20,0.00,22.5
2016-02-28,21.8,17.1,19.7,2016-02-28T06:45,2016-02-28T18:21,0.00,21.1
2016-02-29,23.6,18.6,21.4,2016-02-29T06:44,2016-02-29T18:22,0.00,14.1
2016-03-01,25.0,19.2,22.2,2016-03-01T06:43,2016-03-01T18:22,0.00,15.3
2016-03-02,26.9,18.5,22.7,2016-03-02T06:42,2016-03-02T18:23,0.00,11.7
2016-03-03,26.3,20.5,23.1,2016-03-03T06:41,2016-03-03T18:23,0.00,17.5
2016-03-04,28.2,21.1,24.1,2016-03-04T06:40,2016-03-04T18:24,0.20,12.5
2016-03-05,23.4,20.9,21.9,2016-03-05T06:39,2016-03-05T18:24,2.10,18.2
2016-03-06,24.9,18.9,21.3,2016-03-06T06:38,2016-03-06T18:25,0.00,25.4
2016-03-07,22.5,20.1,21.1,2016-03-07T06:37,2016-03-07T18:25,0.00,25.2
2016-03-08,23.9,20.9,22.3,2016-03-08T06:36,2016-03-08T18:26,0.00,27.7
2016-03-09,24.5,22.0,23.1,2016-03-09T06:35,2016-03-09T18:26,0.00,29.1
2016-03-10,25.3,23.0,23.9,2016-03-10T06:34,2016-03-10T18:27,0.00,33.6
2016-03-11,25.5,22.4,23.7,2016-03-11T06:33,2016-03-11T18:27,0.00,27.4
2016-03-12,25.9,22.7,24.1,2016-03-12T06:32,2016-03-12T18:28,0.00,25.4
2016-03-13,26.5,22.9,24.4,2016-03-13T06:31,2016-03-13T18:28,0.50,23.4
2016-03-14,27.7,22.8,25.0,2016-03-14T06:30,2016-03-14T18:29,0.00,20.2
2016-03-15,27.6,21.0,24.3,2016-03-15T06:29,2016-03-15T18:29,0.00,18.1
2016-03-16,27.4,20.9,24.1,2016-03-16T06:28,2016-03-16T18:30,0.00,15.1
2016-03-17,27.5,19.6,24.1,2016-03-17T06:27,2016-03-17T18:30,0.00,19.7
2016-03-18,28.6,22.4,25.2,2016-03-18T06:26,2016-03-18T18:31,0.00,16.6
2016-03-19,27.8,24.0,25.7,2016-03-19T06:25,2016-03-19T18:31,0.90,29.5
2016-03-20,26.9,23.1,25.1,2016-03-20T06:24,2016-03-20T18:32,4.40,23.5
2016-03-21,22.5,15.9,18.6,2016-03-21T06:22,2016-03-21T18:32,5.10,31.4
2016-03-22,22.0,15.2,19.2,2016-03-22T06:21,2016-03-22T18:33,0.00,26.5
2016-03-23,24.7,20.1,22.5,2016-03-23T06:20,2016-03-23T18:33,0.00,20.5
2016-03-24,25.4,23.4,24.3,2016-03-24T06:19,2016-03-24T18:34,0.90,25.7
2016-03-25,27.3,23.4,25.2,2016-03-25T06:18,2016-03-25T18:34,1.80,19.6
2016-03-26,27.4,24.0,25.4,2016-03-26T06:17,2016-03-26T18:34,0.40,21.6
2016-03-27,27.0,24.0,25.3,2016-03-27T06:16,2016-03-27T18:35,0.80,23.5
2016-03-28,28.3,23.2,25.4,2016-03-28T06:15,2016-03-28T18:35,3.10,15.8
2016-03-29,26.9,21.9,23.8,2016-03-29T06:14,2016-03-29T18:36,11.80,15.2
2016-03-30,24.0,20.6,22.8,2016-03-30T06:13,2016-03-30T18:36,20.00,21.1
2016-03-31,27.3,23.1,25.1,2016-03-31T06:12,2016-03-31T18:37,0.10,21.9
2016-04-01,28.1,24.4,26.0,2016-04-01T06:11,2016-04-01T18:37,0.00,21.1
2016-04-02,29.5,25.1,26.9,2016-04-02T06:10,2016-04-02T18:38,0.20,23.8
2016-04-03,24.9,22.1,23.2,2016-04-03T06:09,2016-04-03T18:38,5.10,20.3
2016-04-04,25.5,21.3,22.9,2016-04-04T06:08,2016-04-04T18:39,7.20,14.7
2016-04-05,25.9,20.0,22.9,2016-04-05T06:07,2016-04-05T18:39,0.00,16.6
2016-04-06,23.6,21.4,22.3,2016-04-06T06:06,2016-04-06T18:39,1.10,30.5
2016-04-07,27.5,21.0,23.7,2016-04-07T06:05,2016-04-07T18:40,0.50,16.7
2016-04-08,26.6,20.0,23.1,2016-04-08T06:04,2016-04-08T18:40,0.00,19.1
2016-04-09,25.1,19.4,22.0,2016-04-09T06:03,2016-04-09T18:41,0.00,20.4
2016-04-10,24.4,20.0,22.2,2016-04-10T06:02,2016-04-10T18:41,0.00,25.2
2016-04-11,24.8,22.2,23.3,2016-04-11T06:01,2016-04-11T18:42,0.10,24.0
2016-04-12,26.5,22.2,24.0,2016-04-12T06:00,2016-04-12T18:42,0.00,17.9
2016-04-13,27.0,21.9,24.3,2016-04-13T05:59,2016-04-13T18:43,0.00,14.5
2016-04-14,27.9,22.6,25.1,2016-04-14T05:58,2016-04-14T18:43,0.00,18.4
2016-04-15,28.6,22.5,24.7,2016-04-15T05:57,2016-04-15T18:44,8.90,19.8
2016-04-16,25.9,21.6,23.1,2016-04-16T05:56,2016-04-16T18:44,6.70,26.3
2016-04-17,24.1,21.0,22.4,2016-04-17T05:55,2016-04-17T18:45,2.50,28.5
2016-04-18,24.9,20.6,22.5,2016-04-18T05:54,2016-04-18T18:45,0.00,25.5
2016-04-19,24.7,21.2,22.7,2016-04-19T05:53,2016-04-19T18:46,0.00,21.4
2016-04-20,25.0,21.5,22.8,2016-04-20T05:52,2016-04-20T18:46,0.00,24.6
2016-04-21,25.7,22.0,23.9,2016-04-21T05:51,2016-04-21T18:47,0.00,24.8
2016-04-22,26.6,23.5,24.9,2016-04-22T05:50,2016-04-22T18:47,0.30,25.3
2016-04-23,29.9,23.1,26.0,2016-04-23T05:49,2016-04-23T18:48,0.00,18.7
2016-04-24,28.0,21.0,24.4,2016-04-24T05:49,2016-04-24T18:48,0.00,25.0
2016-04-25,26.1,22.9,24.5,2016-04-25T05:48,2016-04-25T18:49,0.20,18.0
2016-04-26,26.4,22.6,24.6,2016-04-26T05:47,2016-04-26T18:49,0.00,16.5
2016-04-27,27.0,22.8,24.9,2016-04-27T05:46,2016-04-27T18:50,0.00,18.3
2016-04-28,28.4,23.6,25.7,2016-04-28T05:45,2016-04-28T18:50,0.40,17.9
2016-04-29,28.4,23.6,25.7,2016-04-29T05:45,2016-04-29T18:51,0.00,18.1
2016-04-30,27.5,23.7,25.6,2016-04-30T05:44,2016-04-30T18:51,0.00,21.0
2016-05-01,28.2,24.4,26.0,2016-05-01T05:43,2016-05-01T18:52,1.10,22.2
2016-05-02,28.6,25.0,26.6,2016-05-02T05:42,2016-05-02T18:52,0.00,20.6
2016-05-03,30.1,25.0,27.2,2016-05-03T05:42,2016-05-03T18:53,1.90,21.7
2016-05-04,27.0,22.9,24.7,2016-05-04T05:41,2016-05-04T18:53,25.60,28.6
2016-05-05,27.0,19.9,23.5,2016-05-05T05:40,2016-05-05T18:54,3.50,29.4
2016-05-06,26.1,20.4,23.1,2016-05-06T05:39,2016-05-06T18:54,0.00,20.1
2016-05-07,25.5,17.8,21.8,2016-05-07T05:39,2016-05-07T18:55,0.00,23.3
2016-05-08,26.4,18.9,23.3,2016-05-08T05:38,2016-05-08T18:55,0.00,18.4
2016-05-09,27.2,22.6,24.8,2016-05-09T05:37,2016-05-09T18:56,0.00,21.2
2016-05-10,28.2,24.2,25.9,2016-05-10T05:37,2016-05-10T18:56,0.00,26.4
2016-05-11,27.9,24.0,25.8,2016-05-11T05:36,2016-05-11T18:57,0.00,24.7
2016-05-12,28.1,23.5,25.7,2016-05-12T05:36,2016-05-12T18:57,0.00,20.0
2016-05-13,28.8,22.2,25.8,2016-05-13T05:35,2016-05-13T18:58,0.00,17.8
2016-05-14,29.7,24.1,26.8,2016-05-14T05:35,2016-05-14T18:59,0.40,11.9
2016-05-15,29.5,24.8,27.1,2016-05-15T05:34,2016-05-15T18:59,0.00,14.3
2016-05-16,29.5,24.0,27.0,2016-05-16T05:34,2016-05-16T19:00,0.20,19.4
2016-05-17,27.8,24.7,26.5,2016-05-17T05:33,2016-05-17T19:00,15.00,23.2
2016-05-18,28.7,24.2,25.8,2016-05-18T05:33,2016-05-18T19:01,36.50,15.9
2016-05-19,29.0,24.7,26.6,2016-05-19T05:32,2016-05-19T19:01,1.10,19.2
2016-05-20,29.2,25.3,27.2,2016-05-20T05:32,2016-05-20T19:02,1.30,13.8
2016-05-21,29.5,24.6,26.9,2016-05-21T05:32,2016-05-21T19:02,6.20,11.7
2016-05-22,30.0,24.7,27.0,2016-05-22T05:31,2016-05-22T19:03,0.00,15.5
2016-05-23,28.0,23.1,25.4,2016-05-23T05:31,2016-05-23T19:03,4.70,17.8
2016-05-24,27.0,22.7,24.8,2016-05-24T05:31,2016-05-24T19:04,19.00,14.7
2016-05-25,27.8,24.4,26.0,2016-05-25T05:30,2016-05-25T19:04,0.00,25.0
2016-05-26,27.3,23.5,25.2,2016-05-26T05:30,2016-05-26T19:05,0.30,19.7
2016-05-27,27.5,23.9,25.4,2016-05-27T05:30,2016-05-27T19:05,2.20,19.4
2016-05-28,27.4,23.4,25.2,2016-05-28T05:30,2016-05-28T19:06,6.40,12.6
2016-05-29,29.4,23.8,26.5,2016-05-29T05:29,2016-05-29T19:06,0.30,14.1
2016-05-30,28.8,23.9,26.4,2016-05-30T05:29,2016-05-30T19:07,0.70,14.5
2016-05-31,28.7,24.2,26.5,2016-05-31T05:29,2016-05-31T19:07,1.50,11.5
2016-06-01,29.0,25.0,27.2,2016-06-01T05:29,2016-06-01T19:08,0.30,17.7
2016-06-02,29.7,26.1,27.4,2016-06-02T05:29,2016-06-02T19:08,3.30,13.2
2016-06-03,29.3,25.5,27.5,2016-06-03T05:28,2016-06-03T19:09,0.90,16.1
2016-06-04,29.8,25.9,28.1,2016-06-04T05:28,2016-06-04T19:09,0.00,20.4
2016-06-05,30.2,27.3,28.5,2016-06-05T05:28,2016-06-05T19:09,0.70,23.0
2016-06-06,30.5,27.5,28.7,2016-06-06T05:28,2016-06-06T19:10,1.10,27.7
2016-06-07,30.4,26.4,28.1,2016-06-07T05:28,2016-06-07T19:10,8.20,28.7
2016-06-08,28.3,25.6,26.7,2016-06-08T05:28,2016-06-08T19:11,20.60,25.0
2016-06-09,29.1,25.5,27.0,2016-06-09T05:28,2016-06-09T19:11,7.20,20.2
2016-06-10,28.5,25.8,26.8,2016-06-10T05:28,2016-06-10T19:11,25.00,17.4
2016-06-11,29.1,25.0,26.5,2016-06-11T05:28,2016-06-11T19:12,19.50,10.9
2016-06-12,29.9,24.5,26.9,2016-06-12T05:28,2016-06-12T19:12,1.90,15.3
2016-06-13,29.5,24.6,27.4,2016-06-13T05:28,2016-06-13T19:12,1.90,10.1
2016-06-14,30.5,25.9,27.9,2016-06-14T05:29,2016-06-14T19:13,0.50,15.3
2016-06-15,29.5,25.8,27.9,2016-06-15T05:29,2016-06-15T19:13,2.40,17.8
2016-06-16,30.2,26.1,27.7,2016-06-16T05:29,2016-06-16T19:13,4.30,17.1
2016-06-17,29.1,25.2,27.1,2016-06-17T05:29,2016-06-17T19:14,4.90,17.4
2016-06-18,31.0,24.9,26.9,2016-06-18T05:29,2016-06-18T19:14,5.70,16.3
2016-06-19,27.6,24.4,26.0,2016-06-19T05:29,2016-06-19T19:14,6.10,20.5
2016-06-20,27.2,24.9,26.0,2016-06-20T05:30,2016-06-20T19:14,1.50,24.8
2016-06-21,27.5,25.0,25.7,2016-06-21T05:30,2016-06-21T19:15,9.10,23.5
2016-06-22,29.3,25.5,27.4,2016-06-22T05:30,2016-06-22T19:15,0.00,10.9
2016-06-23,30.4,26.2,28.0,2016-06-23T05:30,2016-06-23T19:15,0.90,12.5
2016-06-24,29.9,26.8,28.2,2016-06-24T05:30,2016-06-24T19:15,0.70,13.5
2016-06-25,30.6,27.3,28.6,2016-06-25T05:31,2016-06-25T19:15,0.60,15.6
2016-06-26,30.0,26.4,28.2,2016-06-26T05:31,2016-06-26T19:15,1.10,13.1
2016-06-27,30.0,26.2,27.8,2016-06-27T05:31,2016-06-27T19:15,4.70,14.6
2016-06-28,29.9,25.3,27.6,2016-06-28T05:32,2016-06-28T19:16,1.60,15.5
2016-06-29,29.5,25.6,27.4,2016-06-29T05:32,2016-06-29T19:16,13.10,14.8
2016-06-30,28.5,25.8,27.5,2016-06-30T05:32,2016-06-30T19:16,7.70,16.8
2016-07-01,29.8,26.2,27.5,2016-07-01T05:33,2016-07-01T19:16,8.30,14.0
2016-07-02,28.5,26.8,27.5,2016-07-02T05:33,2016-07-02T19:16,6.20,14.4
2016-07-03,29.2,26.7,27.7,2016-07-03T05:33,2016-07-03T19:16,4.10,18.0
2016-07-04,30.1,27.0,28.0,2016-07-04T05:34,2016-07-04T19:16,6.00,14.2
2016-07-05,31.0,26.7,28.8,2016-07-05T05:34,2016-07-05T19:16,0.80,12.8
2016-07-06,30.8,27.9,29.1,2016-07-06T05:35,2016-07-06T19:16,0.00,16.6
2016-07-07,31.4,27.4,29.0,2016-07-07T05:35,2016-07-07T19:15,0.00,12.4
2016-07-08,31.0,26.4,28.7,2016-07-08T05:36,2016-07-08T19:15,1.10,11.2
2016-07-09,30.5,26.4,28.6,2016-07-09T05:36,2016-07-09T19:15,0.90,14.1
2016-07-10,31.5,26.8,29.1,2016-07-10T05:36,2016-07-10T19:15,0.00,15.3
2016-07-11,30.0,27.4,28.6,2016-07-11T05:37,2016-07-11T19:15,2.10,14.1
2016-07-12,30.9,27.1,28.3,2016-07-12T05:37,2016-07-12T19:15,6.20,13.5
2016-07-13,30.4,27.0,28.0,2016-07-13T05:38,2016-07-13T19:14,5.50,13.0
2016-07-14,30.6,26.0,28.2,2016-07-14T05:38,2016-07-14T19:14,3.10,14.7
